time,open,high,low,close,volume
1623899040000,2430.222,2433.736,2430.222,2432.204
1623899100000,2432.208,2434.841,2431.87,2433.931
1623899160000,2433.933,2434.071,2430.781,2430.799
1623899220000,2430.751,2430.809,2428.031,2428.053
1623899280000,2428.099,2428.659,2427.933,2428.621
1623899340000,2428.579,2429.831,2428.575,2429.072
1623899400000,2429.132,2430.869,2429.132,2430.224
1623899460000,2430.222,2430.895,2429.636,2430.891
1623899520000,2430.893,2434.338,2430.893,2433.478
1623899580000,2433.476,2433.774,2431.397,2432.313
1623899640000,2432.431,2432.775,2430.897,2431.326
1623899700000,2431.324,2433.402,2431.324,2433.349
1623899760000,2433.353,2433.353,2430.7,2430.926
1623899820000,2430.928,2431.569,2429.885,2431.292
1623899880000,2431.358,2434.129,2430.692,2430.738
1623899940000,2430.736,2431.482,2430.708,2431.251
1623900000000,2431.253,2432.485,2430.897,2430.925
1623900060000,2430.861,2430.879,2429.262,2429.376
1623900120000,2429.374,2431.166,2429.144,2431.166
1623900180000,2431.168,2435.874,2430.352,2433.916
1623900240000,2433.844,2434.581,2433.018,2433.813
1623900300000,2433.817,2434.292,2432.544,2432.544
1623900360000,2432.594,2434.182,2432.49,2433.78
1623900420000,2433.778,2433.824,2432.42,2432.636
1623900480000,2432.66,2433.518,2432.66,2433.382
1623900540000,2433.012,2433.456,2432.861,2433.36
1623900600000,2433.352,2438.435,2433.352,2437.125
1623900660000,2437.229,2437.283,2434.762,2435.097
1623900720000,2435.087,2435.322,2433.84,2433.869
1623900780000,2433.871,2435.743,2433.557,2435.441
1623900840000,2435.397,2435.751,2434.451,2434.489
1623900900000,2434.483,2435.262,2433.814,2435.237
1623900960000,2435.247,2435.427,2434.335,2434.365
1623901020000,2434.367,2437.618,2434.351,2436.559
1623901080000,2436.557,2436.557,2435.325,2435.341
1623901140000,2435.363,2436.011,2435.075,2435.178
1623901200000,2435.296,2435.322,2433.965,2434.405
1623901260000,2434.407,2435.167,2434.359,2434.841
1623901320000,2434.849,2434.881,2433.959,2434.167
1623901380000,2434.159,2434.349,2433.796,2433.982
1623901440000,2433.962,2435.291,2433.962,2435.042
1623901500000,2435.044,2436.464,2435.044,2436.401
1623901560000,2436.399,2436.441,2433.397,2433.397
1623901620000,2433.395,2433.395,2432.234,2432.7
1623901680000,2432.698,2433.366,2432.074,2432.076
1623901740000,2432.084,2432.536,2431.158,2431.439
1623901800000,2431.441,2432.399,2431.441,2431.615
1623901860000,2431.651,2432.333,2431.522,2431.522
1623901920000,2431.524,2431.792,2430.575,2430.575
1623901980000,2430.577,2431.127,2429.988,2430.05
1623902040000,2430.048,2430.135,2428.751,2429.074
1623902100000,2429.076,2431.018,2428.99,2431.018
1623902160000,2430.984,2433.05,2430.86,2432.404
1623902220000,2432.4,2432.962,2432.262,2432.284
1623902280000,2432.25,2434.292,2431.945,2433.338
1623902340000,2433.332,2434.388,2433.194,2433.812
1623902400000,2433.868,2438.726,2433.868,2434.666
1623902460000,2434.69,2434.69,2432.438,2433.016
1623902520000,2432.962,2433.93,2432.776,2433.556
1623902580000,2433.574,2434.654,2433.574,2434.246
1623902640000,2434.194,2436.215,2433.404,2436.215
1623902700000,2436.189,2441.745,2436.189,2441.557
1623902760000,2441.533,2441.627,2439.309,2439.455
1623902820000,2439.457,2441.206,2438.833,2440.765
1623902880000,2440.845,2441.408,2439.728,2439.892
1623902940000,2439.894,2440.776,2439.844,2440.608
1623903000000,2440.606,2441.642,2439.907,2440.166
1623903060000,2440.124,2440.486,2438.716,2439.944
1623903120000,2439.912,2440.424,2438.37,2438.52
1623903180000,2438.522,2439.293,2437.334,2437.336
1623903240000,2437.328,2438.125,2437.289,2437.844
1623903300000,2437.846,2439.935,2437.836,2439.783
1623903360000,2439.781,2439.781,2437.858,2438.128
1623903420000,2438.222,2438.398,2437.928,2438.154
1623903480000,2438.152,2438.23,2436.62,2436.62
1623903540000,2436.626,2437.325,2436.626,2436.921
1623903600000,2436.901,2438.503,2436.61,2438.489
1623903660000,2438.439,2439.453,2437.904,2437.904
1623903720000,2437.902,2439.198,2437.346,2438.985
1623903780000,2438.983,2438.983,2438.066,2438.118
1623903840000,2438.116,2439.204,2437.746,2437.802
1623903900000,2437.804,2438.706,2437.744,2438.566
1623903960000,2438.564,2439.291,2438.231,2438.771
1623904020000,2438.761,2439.304,2438.641,2439.304
1623904080000,2439.29,2439.36,2438.761,2438.897
1623904140000,2438.889,2438.957,2435.497,2435.531
1623904200000,2435.533,2437.453,2435.533,2437.101
1623904260000,2437.179,2438.075,2437.179,2437.778
1623904320000,2437.814,2437.851,2436.782,2436.966
1623904380000,2436.982,2437.13,2435.836,2436.188
1623904440000,2436.328,2438.013,2436.328,2437.986
1623904500000,2437.984,2438.663,2437.196,2438.661
1623904560000,2438.637,2441.057,2436.532,2436.532
1623904620000,2436.682,2436.682,2433.385,2433.385
1623904680000,2433.379,2433.491,2432.39,2433.422
1623904740000,2433.33,2433.422,2432.371,2432.611
1623904800000,2432.491,2432.491,2429.92,2429.92
1623904860000,2429.922,2430.223,2428.054,2428.418
1623904920000,2428.416,2428.596,2426.911,2427.722
1623904980000,2427.784,2427.934,2426.458,2426.514
